"Article","Domain","FileTitle","License","Artist","DescriptionUrl","SourceUrl","RemoteSha1","ManifestSha1","CachePath","Bytes","VerifiedUtc","Decision"
"Human brain","Medicine","File:Embryonic Development CNS.png","Public domain","Source: Goodlett, C.R., and Horn, K.H. Mechanisms of alcohol–induced damage to the developing nervous system. Alcohol Research & Health 25(3):175–184, 2001.","https://commons.wikimedia.org/wiki/File:Embryonic_Development_CNS.png","https://upload.wikimedia.org/wikipedia/commons/1/15/Embryonic_Development_CNS.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","3dff1301f39d60087f9df1eacfe1dbbef16b153a","3dff1301f39d60087f9df1eacfe1dbbef16b153a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/5/8/6/Embryonic_Development_CNS.png","23294","2026-08-10T18:51:37.7607392Z","INCLUDE"
"Shock (circulatory)","Medicine","File:Epipen.jpg","CC BY-SA 3.0","","https://commons.wikimedia.org/wiki/File:Epipen.jpg","https://upload.wikimedia.org/wikipedia/commons/6/60/Epipen.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","4fa3460aa9a79d44fad76e6e3fc1dd142b9a591b","4fa3460aa9a79d44fad76e6e3fc1dd142b9a591b","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/0/b/4/Epipen.jpg","10620","2026-08-10T18:51:40.3402617Z","EXCLUDE_MISSING_CREDIT"
"Circulatory system","Medicine","File:Erytrocyte deoxy to oxy v0.7.gif","CC BY-SA 3.0","Rogeriopfm","https://commons.wikimedia.org/wiki/File:Erytrocyte_deoxy_to_oxy_v0.7.gif","https://upload.wikimedia.org/wikipedia/commons/7/75/Erytrocyte_deoxy_to_oxy_v0.7.gif?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","0493591486bb80444a172925a517ffb0292064b7","0493591486bb80444a172925a517ffb0292064b7","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/7/5/d/4/Erytrocyte_deoxy_to_oxy_v0.7.gif","2446046","2026-08-10T18:51:36.9167048Z","INCLUDE"
"Liver","Medicine","File:ESCAYRAC(1853) p454 Planche VIII.jpg","Public domain","This file is from the Mechanical Curator collection , a set of over 1 million images scanned from out-of-copyright books and released to Flickr Commons by the British Library. View image on Flickr View all images from book View catalogue entry for book .","https://commons.wikimedia.org/wiki/File:ESCAYRAC(1853)_p454_Planche_VIII.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/ESCAYRAC%281853%29_p454_Planche_VIII.jpg/1920px-ESCAYRAC%281853%29_p454_Planche_VIII.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","b854bd70c60e6a540991d5e13d6ad42af5db0b6a","b854bd70c60e6a540991d5e13d6ad42af5db0b6a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/0/4/f/ESCAYRAC(1853)_p454_Planche_VIII.jpg","677030","2026-08-10T18:51:38.9614160Z","INCLUDE"
"First aid","Medicine","File:Esmarch original.jpg","Public domain","RudolfH","https://commons.wikimedia.org/wiki/File:Esmarch_original.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Esmarch_original.jpg/1920px-Esmarch_original.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","3ef733d90a71188ff8796f0fb64ab20475d7c031","3ef733d90a71188ff8796f0fb64ab20475d7c031","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/8/6/b/1/Esmarch_original.jpg","328478","2026-08-10T18:51:37.2871663Z","INCLUDE"
"Beekeeping","Agriculture","File:Essaim d'abeilles en vol (modifiée).jpg","CC BY-SA 3.0","","https://commons.wikimedia.org/wiki/File:Essaim_d%27abeilles_en_vol_(modifi%C3%A9e).jpg","https://upload.wikimedia.org/wikipedia/commons/4/46/Essaim_d%27abeilles_en_vol_%28modifi%C3%A9e%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","5f9cb76a2738a664381989814d6ea41bf0bf0e0a","5f9cb76a2738a664381989814d6ea41bf0bf0e0a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/4/6/7/3/Essaim_d'abeilles_en_vol_(modifiée).jpg","1166798","2026-08-10T18:51:35.8299338Z","EXCLUDE_MISSING_CREDIT"
"Bleeding","Medicine","File:Eye hemorrhage.jpg","CC BY-SA 3.0","","https://commons.wikimedia.org/wiki/File:Eye_hemorrhage.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fc/Eye_hemorrhage.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","5d4bf19444f11c7a37b8e6101c291cd8ad0ef415","5d4bf19444f11c7a37b8e6101c291cd8ad0ef415","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/f/c/3/6/Eye_hemorrhage.jpg","57082","2026-08-10T18:51:36.4033199Z","EXCLUDE_MISSING_CREDIT"
"Human reproductive system","Medicine","File:Female reproductive system lateral 1.png","CC BY-SA 4.0","The old versions were from Tsaitgaist . This new image is reworked, changed and improved by Sciencia58 so that there is no problem any more.","https://commons.wikimedia.org/wiki/File:Female_reproductive_system_lateral_1.png","https://upload.wikimedia.org/wikipedia/commons/8/87/Female_reproductive_system_lateral_1.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled","58bc40367e6b14cfcb73a10ff13c9d1171ddb645","58bc40367e6b14cfcb73a10ff13c9d1171ddb645","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/8/7/5/b/Female_reproductive_system_lateral_1.png","290430","2026-08-10T18:51:38.3922565Z","INCLUDE"
"Liver","Medicine","File:Finnish maksalaatikko.JPG","CC BY-SA 3.0","PtG","https://commons.wikimedia.org/wiki/File:Finnish_maksalaatikko.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Finnish_maksalaatikko.JPG/1920px-Finnish_maksalaatikko.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","3e1c93fda9973db091771544065e2c0a37151376","3e1c93fda9973db091771544065e2c0a37151376","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/c/7/d/3/Finnish_maksalaatikko.JPG","474944","2026-08-10T18:51:38.9696852Z","INCLUDE"
"First aid","Medicine","File:First aider in parade.jpg","CC BY 2.0","Stuart Grout","https://commons.wikimedia.org/wiki/File:First_aider_in_parade.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/First_aider_in_parade.jpg/1920px-First_aider_in_parade.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","49fb64d30e0d31f0a8868ed4a5cee30420146cd4","49fb64d30e0d31f0a8868ed4a5cee30420146cd4","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/1/4/7/First_aider_in_parade.jpg","824386","2026-08-10T18:51:37.2881797Z","INCLUDE"
"Abscess","Medicine","File:Five day old Abscess Extra Low Contrast B.jpg","CC BY-SA 4.0","","https://en.wikipedia.org/wiki/File:Five_day_old_Abscess_Extra_Low_Contrast_B.jpg","https://upload.wikimedia.org/wikipedia/en/8/84/Five_day_old_Abscess_Extra_Low_Contrast_B.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","a33f3f231bf2b11854745fb47600fabbb5d7ff37","a33f3f231bf2b11854745fb47600fabbb5d7ff37","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/8/4/7/0/Five_day_old_Abscess_Extra_Low_Contrast_B.jpg","155969","2026-08-10T18:52:02.8069647Z","EXCLUDE_MISSING_CREDIT"
"Human reproductive system","Medicine","File:Flaccid Penis Shrinkage.jpg","CC BY-SA 4.0","Kriptzone","https://commons.wikimedia.org/wiki/File:Flaccid_Penis_Shrinkage.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Flaccid_Penis_Shrinkage.jpg/1920px-Flaccid_Penis_Shrinkage.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","876729ca7b51857d64b0d78ec59e3f70338c6db4","876729ca7b51857d64b0d78ec59e3f70338c6db4","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/4/2/b/Flaccid_Penis_Shrinkage.jpg","409664","2026-08-10T18:51:38.3922565Z","INCLUDE"
"Pulley","Engineering","File:Flachriemen.png","Public domain","No machine-readable author provided. Borowski~commonswiki assumed (based on copyright claims).","https://commons.wikimedia.org/wiki/File:Flachriemen.png","https://upload.wikimedia.org/wikipedia/commons/b/be/Flachriemen.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","92febfda9d73bac69454d6acf1ff2867cf64ae8b","92febfda9d73bac69454d6acf1ff2867cf64ae8b","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/e/0/1/Flachriemen.png","115897","2026-08-10T18:51:40.3710024Z","INCLUDE"
"Dehydration","Medicine","File:Fluid composition of the body 1.3.png","CC BY-SA 4.0","Alan Sved and David Walsh","https://commons.wikimedia.org/wiki/File:Fluid_composition_of_the_body_1.3.png","https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Fluid_composition_of_the_body_1.3.png/1920px-Fluid_composition_of_the_body_1.3.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","0357212bcf6f7f672b4fdc915fce8b9210dd19cd","0357212bcf6f7f672b4fdc915fce8b9210dd19cd","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/9/8/c/Fluid_composition_of_the_body_1.3.png","224827","2026-08-10T18:51:37.2871663Z","INCLUDE"
"Gear train","Engineering","File:FordtaunusV4front.jpg","Public domain","MH","https://commons.wikimedia.org/wiki/File:FordtaunusV4front.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a5/FordtaunusV4front.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","c3b0aa7056eb6e0531bd7ed6a442fb1e6c71741b","c3b0aa7056eb6e0531bd7ed6a442fb1e6c71741b","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/5/f/0/FordtaunusV4front.jpg","39123","2026-08-10T18:51:40.3402617Z","INCLUDE"
"Skin","Medicine","File:FrogSkin.png","CC BY-SA 3.0","Jon Houseman","https://commons.wikimedia.org/wiki/File:FrogSkin.png","https://upload.wikimedia.org/wikipedia/commons/7/73/FrogSkin.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","4217e21ba71e8782c60caf0da42c7760afc4a506","4217e21ba71e8782c60caf0da42c7760afc4a506","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/7/3/e/c/FrogSkin.png","395016","2026-08-10T18:51:39.4410545Z","INCLUDE"
"Frostbite","Medicine","File:Frost bite.jpg","CC BY-SA 3.0","Dr. S. Falz","https://commons.wikimedia.org/wiki/File:Frost_bite.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Frost%20bite.jpg","e34e324857a075e9a388c9ab73edb0c6efb4a9fb","e34e324857a075e9a388c9ab73edb0c6efb4a9fb","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/c/f/2/9/Frost_bite.jpg","80600","2026-08-10T18:52:01.2395243Z","INCLUDE"
"Solar cell","Electrical","File:FX-77.JPG","Public domain","Sergei Frolov , Soviet Calculators Collection","https://commons.wikimedia.org/wiki/File:FX-77.JPG","https://upload.wikimedia.org/wikipedia/commons/4/4f/FX-77.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","15cb509096948971427ddf4b250ed9b57c80a063","15cb509096948971427ddf4b250ed9b57c80a063","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/4/f/2/f/FX-77.JPG","79038","2026-08-10T18:52:00.4743981Z","INCLUDE"
"Ear","Medicine","File:G1. Otic placode (V07a).png","CC BY-SA 4.0","Parexocoetus","https://commons.wikimedia.org/wiki/File:G1._Otic_placode_(V07a).png","https://upload.wikimedia.org/wikipedia/commons/3/3a/G1._Otic_placode_%28V07a%29.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","5f3eec1c98e7eddba9283908d20991f253f6460f","5f3eec1c98e7eddba9283908d20991f253f6460f","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/a/8/0/G1._Otic_placode_(V07a).png","34131","2026-08-10T18:51:36.9207303Z","INCLUDE"
"Corrosion","Engineering","File:Galvanized surface.jpg","Public domain","The original uploader was Splarka at English Wikipedia .","https://commons.wikimedia.org/wiki/File:Galvanized_surface.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Galvanized%20surface.jpg","04188432751b772c2832a6067a6bdf2c6d7349b1","04188432751b772c2832a6067a6bdf2c6d7349b1","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/0/3/8/9/Galvanized_surface.jpg","202639","2026-08-10T18:52:02.5351589Z","INCLUDE"
"Human digestive system","Medicine","File:Gastro-intestinal tract.png","Public domain","Edelhart Kempeneers","https://commons.wikimedia.org/wiki/File:Gastro-intestinal_tract.png","https://upload.wikimedia.org/wikipedia/commons/e/e9/Gastro-intestinal_tract.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","5b43656489e28bb32e6d48bd19df3c7a7b154b5f","5b43656489e28bb32e6d48bd19df3c7a7b154b5f","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/9/e/7/Gastro-intestinal_tract.png","99372","2026-08-10T18:51:38.3880936Z","INCLUDE"
"Nervous system","Medicine","File:Gastropod nervous system.gif","CC BY-SA 3.0","Anaxial","https://commons.wikimedia.org/wiki/File:Gastropod_nervous_system.gif","https://upload.wikimedia.org/wikipedia/commons/d/d2/Gastropod_nervous_system.gif?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","0fb3ba9c07f191761e749257351bb908d860cb9c","0fb3ba9c07f191761e749257351bb908d860cb9c","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/2/f/7/Gastropod_nervous_system.gif","7277","2026-08-10T18:51:38.9896964Z","INCLUDE"
"Gear train","Engineering","File:Gears animation.gif","Public domain","OSHA Directorate of Technical Support and Emergency Management","https://commons.wikimedia.org/wiki/File:Gears_animation.gif","https://upload.wikimedia.org/wikipedia/commons/1/14/Gears_animation.gif?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","c483aee29ea5bc7fba74c313c6b7285c7bb421bd","c483aee29ea5bc7fba74c313c6b7285c7bb421bd","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/4/9/f/Gears_animation.gif","54166","2026-08-10T18:51:40.3432701Z","INCLUDE"
"Gear train","Engineering","File:Gears large.jpg","CC BY-SA 3.0","Jared C. Benedict (user Redjar )","https://commons.wikimedia.org/wiki/File:Gears_large.jpg","https://upload.wikimedia.org/wikipedia/commons/4/42/Gears_large.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","22fda4755a122542f3ab4ed7044f6336b428ed4d","22fda4755a122542f3ab4ed7044f6336b428ed4d","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/4/2/4/a/Gears_large.jpg","40670","2026-08-10T18:51:40.3443090Z","INCLUDE"
"Lyme disease","Medicine","File:Geographical distribution of reported Lyme Disease cases.png","GFDL","Vice regent at en.wikipedia","https://commons.wikimedia.org/wiki/File:Geographical_distribution_of_reported_Lyme_Disease_cases.png","https://commons.wikimedia.org/wiki/Special:Redirect/file/Geographical%20distribution%20of%20reported%20Lyme%20Disease%20cases.png","f93f1b93163c11ace0f339e25720feeb6088bdc2","f93f1b93163c11ace0f339e25720feeb6088bdc2","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/7/f/1/3/Geographical_distribution_of_reported_Lyme_Disease_cases.png","36030","2026-08-10T18:52:01.2415303Z","EXCLUDE_LICENSE_REVIEW"
"Human digestive system","Medicine","File:GI normal.jpg","Public domain","National Cancer Institute","https://commons.wikimedia.org/wiki/File:GI_normal.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/GI_normal.jpg/1920px-GI_normal.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","fe16332c5b205f13443cfcbc574b6eba6396e74e","fe16332c5b205f13443cfcbc574b6eba6396e74e","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/9/6/5/GI_normal.jpg","307050","2026-08-10T18:51:38.3901773Z","INCLUDE"
"Respiratory system","Medicine","File:Gills (esox).jpg","CC BY-SA 3.0","User:Uwe Gille","https://commons.wikimedia.org/wiki/File:Gills_(esox).jpg","https://upload.wikimedia.org/wikipedia/commons/e/e6/Gills_%28esox%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","1ae8701c4f6efe685bb0f6b34224f1e350dbd9ae","1ae8701c4f6efe685bb0f6b34224f1e350dbd9ae","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/6/d/b/Gills_(esox).jpg","380225","2026-08-10T18:51:39.4400500Z","INCLUDE"
"Gingivitis","Medicine","File:Gingivitis (crop).jpg","CC BY-SA 3.0","Lesion","https://commons.wikimedia.org/wiki/File:Gingivitis_(crop).jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Gingivitis%20(crop).jpg","f5281d6dc6f63f122c53c20d65f64c83bccea1af","f5281d6dc6f63f122c53c20d65f64c83bccea1af","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/7/d/1/Gingivitis_(crop).jpg","31543","2026-08-10T18:52:01.2415303Z","INCLUDE"
"Gingivitis","Medicine","File:Gingivitis-before-and-after-3.jpg","CC0","Onetimeuseaccount","https://commons.wikimedia.org/wiki/File:Gingivitis-before-and-after-3.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Gingivitis-before-and-after-3.jpg?width=2400","cba154788c0f8ef1701014b3322c46a9461b20ac","cba154788c0f8ef1701014b3322c46a9461b20ac","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/a/5/e/Gingivitis-before-and-after-3.jpg","1942614","2026-08-10T18:52:01.2415303Z","INCLUDE"
"Airway management","Medicine","File:Glidescope 02.JPG","CC BY 3.0","Own work by DiverDave ( talk ) (Transfered by PhilippN /Original uploaded by DiverDave )","https://commons.wikimedia.org/wiki/File:Glidescope_02.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Glidescope_02.JPG/1920px-Glidescope_02.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","c973da9a7fb23a38566563d69143480818b39e4a","c973da9a7fb23a38566563d69143480818b39e4a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/6/8/a/Glidescope_02.JPG","434971","2026-08-10T18:51:36.9207303Z","INCLUDE"
"Airway management","Medicine","File:Global thinking.svg","Public domain","Benjamin D. Esham ( bdesham )","https://commons.wikimedia.org/wiki/File:Global_thinking.svg","https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","43cc6b30e0eb9264db82888f3871ebcd37608b0a","43cc6b30e0eb9264db82888f3871ebcd37608b0a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/4/1/c/2/Global_thinking.svg","37793","2026-08-10T18:51:35.8442683Z","INCLUDE"
"Corrosion","Engineering","File:GoldNuggetUSGOV.jpg","Public domain","Unknown author Unknown author","https://commons.wikimedia.org/wiki/File:GoldNuggetUSGOV.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/GoldNuggetUSGOV.jpg","3f6bbe0b76ce92a37c4a445c516d77f469f888de","3f6bbe0b76ce92a37c4a445c516d77f469f888de","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/b/7/7/GoldNuggetUSGOV.jpg","24289","2026-08-10T18:52:02.5351589Z","INCLUDE"
"Vertebral column","Medicine","File:Gray 111 - Vertebral column-coloured.png","Public domain","Henry Vandyke Carter","https://commons.wikimedia.org/wiki/File:Gray_111_-_Vertebral_column-coloured.png","https://upload.wikimedia.org/wikipedia/commons/5/54/Gray_111_-_Vertebral_column-coloured.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","09f474cb40e4c7b2907130c7c8f4d916e5030942","09f474cb40e4c7b2907130c7c8f4d916e5030942","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/4/b/a/Gray_111_-_Vertebral_column-coloured.png","63878","2026-08-10T18:51:39.8342931Z","INCLUDE"
"Human digestive system","Medicine","File:Gray1015.png","Public domain","Henry Vandyke Carter","https://commons.wikimedia.org/wiki/File:Gray1015.png","https://upload.wikimedia.org/wikipedia/commons/6/6c/Gray1015.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","92ccd592887efc78eed0eb8626140ddf980da020","92ccd592887efc78eed0eb8626140ddf980da020","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/c/0/d/Gray1015.png","31968","2026-08-10T18:51:37.7628254Z","INCLUDE"
"Human brain","Medicine","File:Gray653.png","Public domain","Henry Vandyke Carter","https://commons.wikimedia.org/wiki/File:Gray653.png","https://upload.wikimedia.org/wikipedia/commons/a/a1/Gray653.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","b62b447563e02089f91bcca23fa01d8b0cc6b590","b62b447563e02089f91bcca23fa01d8b0cc6b590","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/1/8/8/Gray653.png","53285","2026-08-10T18:51:37.7607392Z","INCLUDE"
"Spinal cord","Medicine","File:Gray663.png","Public domain","Henry Vandyke Carter","https://commons.wikimedia.org/wiki/File:Gray663.png","https://upload.wikimedia.org/wikipedia/commons/6/68/Gray663.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","05c2442de320f100f1e0c59be179a0ef1aeb7866","05c2442de320f100f1e0c59be179a0ef1aeb7866","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/8/b/4/Gray663.png","13318","2026-08-10T18:51:39.8322841Z","INCLUDE"
"Spinal cord","Medicine","File:Gray664.png","Public domain","Henry Vandyke Carter","https://commons.wikimedia.org/wiki/File:Gray664.png","https://upload.wikimedia.org/wikipedia/commons/f/f8/Gray664.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","93d93e052823c2d78806c9e955c8c9525f120bf1","93d93e052823c2d78806c9e955c8c9525f120bf1","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/f/8/e/9/Gray664.png","53281","2026-08-10T18:51:39.8322841Z","INCLUDE"
"Human brain","Medicine","File:Gray739.png","Public domain","Henry Vandyke Carter","https://commons.wikimedia.org/wiki/File:Gray739.png","https://upload.wikimedia.org/wikipedia/commons/9/96/Gray739.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","ffbdee73f23183d56da0ae3b1d2679c3ea4fead8","ffbdee73f23183d56da0ae3b1d2679c3ea4fead8","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/9/6/2/0/Gray739.png","190024","2026-08-10T18:51:37.7607392Z","INCLUDE"
"Skin","Medicine","File:Gray940.png","Public domain","Henry Vandyke Carter","https://commons.wikimedia.org/wiki/File:Gray940.png","https://upload.wikimedia.org/wikipedia/commons/1/18/Gray940.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","96eb58121c937835bacffc2ce1d098e70f24e33d","96eb58121c937835bacffc2ce1d098e70f24e33d","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/8/f/6/Gray940.png","117093","2026-08-10T18:51:39.4400500Z","INCLUDE"
"Skin","Medicine","File:Gray942.png","Public domain","Henry Vandyke Carter","https://commons.wikimedia.org/wiki/File:Gray942.png","https://upload.wikimedia.org/wikipedia/commons/e/ef/Gray942.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","40e170f9e0432c8b22ffa0bd37555775926ab7c7","40e170f9e0432c8b22ffa0bd37555775926ab7c7","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/f/6/d/Gray942.png","56165","2026-08-10T18:51:39.4410545Z","INCLUDE"
"Human digestive system","Medicine","File:Gray958.png","Public domain","Henry Vandyke Carter","https://commons.wikimedia.org/wiki/File:Gray958.png","https://upload.wikimedia.org/wikipedia/commons/e/e2/Gray958.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","72b194fc23c7d34f6b0068af2ddc5a7459566d03","72b194fc23c7d34f6b0068af2ddc5a7459566d03","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/2/3/e/Gray958.png","40995","2026-08-10T18:51:37.7628254Z","INCLUDE"
"Dental caries","Medicine","File:GV-BLACK.JPG","Public domain","Jessr6544 ( Jessr65444 )","https://commons.wikimedia.org/wiki/File:GV-BLACK.JPG","https://commons.wikimedia.org/wiki/Special:Redirect/file/GV-BLACK.JPG","e47762f70a335d439f597924dcf32c636be935bd","e47762f70a335d439f597924dcf32c636be935bd","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/b/6/0/GV-BLACK.JPG","59610","2026-08-10T18:52:01.2395243Z","INCLUDE"
"Power supply","Electrical","File:Hameg Power Supplies.jpg","Public domain","Theoprakt","https://commons.wikimedia.org/wiki/File:Hameg_Power_Supplies.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Hameg_Power_Supplies.jpg/1920px-Hameg_Power_Supplies.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","64fddb4c8b249ce61e125d0bd519c3d712e2786e","64fddb4c8b249ce61e125d0bd519c3d712e2786e","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/5/f/6/Hameg_Power_Supplies.jpg","577523","2026-08-10T18:52:00.4743981Z","INCLUDE"
"Pump","Engineering","File:Hand pump-en.svg","CC BY-SA 3.0","Manco Capac","https://commons.wikimedia.org/wiki/File:Hand_pump-en.svg","https://upload.wikimedia.org/wikipedia/commons/e/e4/Hand_pump-en.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","50bde2bb9fec72774270553d15cd1258b2522b14","50bde2bb9fec72774270553d15cd1258b2522b14","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/4/6/9/Hand_pump-en.svg","211686","2026-08-10T18:52:00.0124981Z","INCLUDE"
